Year,Month,Week,Date,DMR_Mangemant_Area,Site,GearID,Gear_Type,,Level_Position,Sex,Shell_Height,Total_Viscera_Weight,Meat_Weight,Gonad_Weight,Shell_Weight,Meat_Color,GSI,Notes,(X-碌)^2
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,76,23.95,8.35,2.36,29.26,W,9.854,,46.09
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,F,75,22.87,8.66,1.94,28.15,W,8.483,,66.587
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,73,24.12,9.42,1.83,28.29,W,7.587,,82.006
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,72,21.97,5.08,2.83,29.52,W,12.881,,14.15
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,74,25.6,8.07,4.89,27.53,W,19.102,,6.045
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,76,25,8.49,2.08,27.08,W,8.32,,69.269
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,75,25.08,8.45,3.51,28.39,W,13.995,,7.01
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,F,69,18.17,6.6,1.87,22.93,W,10.292,,40.337
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,77,32.47,10.62,5.83,33.57,W,17.955,,1.722
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,75,74.43,8.48,4.09,26.51,W,5.495,,124.271
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,75,26.5,9.19,3.56,34.14,W,13.434,,10.297
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,F,72,28.62,10.32,4.84,29.69,W,16.911,,0.072
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,77,29.33,10.19,4.92,32.28,W,16.775,,0.017
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,F,75,26.51,8.73,2.67,26.52,W,10.072,,43.18
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,F,76,23.46,7.93,1.83,22.62,W,7.801,,78.186
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,F,66,15.96,6.18,0.58,18.19,W,3.634,,169.227
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,74,23.47,9.5,0.89,226.2,W,3.792,,165.141
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,79,25.82,7.64,4.89,27.81,W,18.939,,5.272
2022,8,32,2022-08-02,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,4,M,74,24.4,9.77,2.23,25.6,W,9.139,,56.302
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,75,26.69,9.34,4.01,32.28,W,15.024,,2.619
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,68,25.18,8.27,4.25,30.99,W,16.878,,31.261
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,72,29.36,10.4,4.61,38.4,W,15.702,,19.486
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,69,24.32,6.84,5.05,28.39,W,20.765,,89.822
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,72,28.94,9.21,5.03,27.37,W,17.381,,37.13
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,72,27.59,9.51,6.15,25.8,W,22.291,,121.073
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,69,26.96,9.34,5.12,33.83,W,18.991,,59.348
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,77,26.98,8.55,5.66,36.72,W,20.979,,93.918
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,70,27.03,10.16,3.72,28.73,W,13.762,,6.126
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,73,23.21,8.33,2.61,33.27,W,11.245,,0.002
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,71,23.17,7.06,2.61,26.2,W,11.265,,0.001
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,68,28.04,10.57,2.95,29.52,W,10.521,,0.588
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,F,74,23.94,8.36,3.69,26.09,W,15.414,,17.025
2022,8,32,2022-08-02,Isle_au_Haut,ST,44,Lantern_Net,NA,4,M,69,24.25,6.75,5.14,21.65,W,21.196,,98.179
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,7,M,96,64.9,21.83,13.8,58.4,W,21.263,,99.523
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,7,M,98,38.92,12.52,2.7,61.55,W,6.937,,18.923
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,7,F,88,40.21,13.76,6.14,42.09,O,15.27,,15.86
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,7,F,90,65.25,22.69,14.57,63.52,W,22.33,,121.929
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,7,F,97,68.1,21.2,15.58,66.33,O,22.878,,134.346
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,8,M,94,63.46,16.75,17.07,73.37,W,26.899,,243.718
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,8,F,95,60.54,16.63,15.32,55.51,O,25.306,,47.94
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,8,M,99,54.1,17.2,12.26,63.06,W,22.662,,18.318
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,8,M,91,55.51,18.12,12.71,58.99,W,22.897,,20.386
2022,8,32,2022-08-02,Isle_au_Haut,ST,45,Lantern_Net,NA,8,F,84,41.66,13.27,9.71,38.66,W,23.308,,24.265
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,111,84.49,22.77,22.59,182.81,W,26.737,,69.809
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,135,122.31,37.43,27.44,264.07,W,22.435,,16.427
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,99,47.39,17.47,5.05,122.79,W,10.656,,59.683
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,124,110.16,39.79,13.26,231.95,W,12.037,,40.255
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,105,53.68,18.86,8.1,124.35,W,15.089,,10.839
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,103,65.45,22.23,13.21,140.48,W,20.183,,3.246
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,125,111.23,36.25,24.92,204.52,W,22.404,,16.179
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,119,83.84,26.85,16.64,211.72,W,19.847,,2.148
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,89,32.37,11.39,5.29,78.18,W,16.342,,4.159
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,111,61.93,17.19,7.71,129.12,W,12.45,,35.191
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,140,128.27,33,24.47,298.86,W,19.077,,0.483
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,121,95.38,27.77,20.4,256.6,W,21.388,,9.038
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,116,72.99,22.88,10.91,186.64,W,14.947,,11.796
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,140,153.02,50.84,29.83,308.43,W,19.494,,1.238
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,134,111.32,35.15,20.14,241.26,W,18.092,,0.084
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,120,76.99,21.88,15.24,227.96,W,19.795,,1.997
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,100,116.26,39.89,18.68,251.37,W,16.067,,5.356
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,98,48.35,17.05,5.49,99.89,W,11.355,,49.379
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,F,130,101.68,27.74,14.44,257.21,W,14.201,,17.475
2022,8,32,2022-08-03,Lower_Penobscot_Bay,HI,0,Wild_Dive,NA,NA,M,100,50.99,16.72,11.01,113.74,W,21.592,,10.309
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,92,49.14,14.9,7.39,76.19,W,15.039,,7.133
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,87,39.43,13.25,5.75,66.56,W,14.583,,9.776
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,86,35.56,10.26,4.24,53.87,W,11.924,,33.478
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,M,88,48.44,16.06,9.6,54.77,W,19.818,,4.447
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,82,28.32,9.42,2.17,61.38,W,7.662,,100.944
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,91,33.51,11.44,2.53,62.55,W,7.55,,103.216
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,86,39.75,13.01,3.62,63.17,W,9.107,,74.005
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,82,33.02,11.69,2.58,49.61,W,7.813,,97.932
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,M,81,28.53,8.63,3.15,49.05,W,11.041,,44.469
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,M,87,35.67,15.3,2.2,87.29,W,6.168,,133.215
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,99,55.96,19.45,9.67,87.07,w,17.28,,0.184
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,F,92,43.15,14.74,7.36,62.72,W,17.057,,0.426
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,M,79,40.79,13.72,6,61.88,W,14.709,,9
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,M,87,42.47,15.98,5.63,57.66,W,13.256,,19.83
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,25,Cage,NA,ML,M,85,29.94,9.47,2.44,66.57,W,8.15,,91.391
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,7,M,107,87.32,26.72,21.25,91.94,W,24.336,,43.907
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,7,M,96,71.73,23.3,15.24,98.67,W,21.246,,12.509
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,7,F,92,63.8,21.35,10.99,92.72,W,17.226,,0.234
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,7,M,97,70.77,21.12,18.27,71.6,W,25.816,,65.716
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,7,F,98,88.98,27.56,23.12,91.01,O,25.983,,68.457
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,8,M,100,83.33,25.53,24.39,87.44,W,29.269,,295.566
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,8,F,111,101.03,28.63,20.82,140.5,W,20.608,,72.771
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,8,F,88,52.48,18,10.45,59.78,W,19.912,,61.39
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,8,F,91,63.77,20.44,12.58,66.62,O,19.727,,58.522
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,23,Lantern_Net,NA,8,M,100,91.5,27.35,23.98,95.56,W,26.208,,199.671
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,F,63,15.47,5.56,0.94,15.85,O,6.076,,36.01
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,M,81,36.63,14.13,5.62,35.03,W,15.343,,10.663
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,F,59,19.13,6.19,3.96,27.48,O,20.7,,74.362
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,M,81,38.7,14.83,6.95,37.29,W,17.959,,34.592
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,M,83,39.89,13.32,9.06,34.18,W,22.712,,113.11
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,M,74,29.75,9.8,4.17,30.23,W,14.017,,3.762
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,F,76,29.41,10.64,3.5,32.18,O,11.901,,0.031
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,F,64,18.81,6.48,1.61,17.89,O,8.559,,12.375
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,M,71,30.86,10.67,6.31,27.31,W,20.447,,70.057
2022,8,33,2022-08-09,Lower_Penobscot_Bay,HI,24,Lantern_Net,NA,6,F,76,31.19,10.72,4.04,28.61,W,12.953,,0.767
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,9,F,84,44.5,14.41,8.42,49.68,W,18.921,,0.017
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,9,M,94,73.75,21.44,18.84,66.68,W,25.546,,42.196
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,9,F,85,44.51,14.21,7.42,40.28,O,16.67,,5.662
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,9,F,86,43.06,13.27,9.73,48.28,W,22.596,,12.577
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,10,F,85,49.15,13.05,13.14,52.03,O,26.734,,59.052
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,10,F,84,37.81,12.51,8.64,46.79,W,22.851,,14.449
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,10,M,94,36.34,10.97,3.74,55.68,W,10.292,,76.707
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,10,M,88,57.53,16.97,14.1,59.23,W,24.509,,29.801
2022,8,33,2022-08-09,Isle_au_Haut,ST,45,Lantern_Net,NA,10,M,100,71.44,22.83,14.27,62.18,W,19.975,,0.855
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,M,74,26.93,9.28,5.01,26.64,W,18.604,,0.199
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,M,70,31,8.76,8.33,25.81,W,26.871,,61.169
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,73,27.87,9.54,3.32,26.93,W,11.912,,50.944
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,74,25.77,9.55,2.16,30.96,W,8.382,,113.808
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,76,28.39,7.76,7.32,27.92,W,25.784,,45.344
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,73,25.24,8.25,5.35,29.3,O,21.197,,4.608
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,69,43.43,10.56,9.03,37.58,W,20.792,,3.035
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,M,74,25.79,8.19,4.8,28.66,W,18.612,,0.192
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,72,36.31,11.08,8.75,32.07,O,24.098,,25.483
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,73,27.44,9.81,4.32,27.66,W,15.743,,10.933
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,F,73,25.96,9.64,3.03,27.54,W,11.672,,54.437
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,M,76,30.32,9.94,6.21,25.6,W,20.482,,0.357
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,M,74,29.86,9.21,6.08,27.71,W,20.362,,0.228
2022,8,33,2022-08-09,Isle_au_Haut,ST,44,Lantern_Net,NA,5,M,75,25.8,8.78,6.38,29.69,W,24.729,,23.47
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,76,31.38,10.62,5.07,26.38,W,16.157,,13.893
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,78,26.26,9.37,2.86,33.54,W,10.891,,80.873
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,75,27.6,9.44,3.69,25.58,W,13.37,,42.439
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,77,29.71,11.43,2.88,36.95,O,9.694,,103.843
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,78,26.71,10.72,1.35,31.09,W,5.054,,219.922
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,69,25.44,7.76,5.22,24.95,W,20.519,,0.403
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,72,26.01,10.49,2.86,33.72,W,10.996,,79.002
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,76,23.31,8.43,2.38,26.27,o,10.21,,93.583
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,76,27.3,10.52,2.05,30.98,W,7.509,,153.138
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,75,24.08,9.55,1.1,30.66,w,4.568,,234.578
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,80,31.33,10.58,3.95,28,W,12.608,,52.945
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,78,26.88,9.18,1.86,31.37,W,6.92,,168.076
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,79,28.76,8.93,3.22,33.31,W,11.196,,75.481
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,70,21.99,7.86,2.22,20.07,W,10.095,,95.816
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,71,22.94,7.77,3.92,22.68,W,17.088,,7.818
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,76,29.12,8.78,6.01,36.68,W,20.639,,0.57
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,84,35.89,12.3,4.59,30.42,O,12.789,,50.339
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,F,68,19.38,5.07,4.28,26.13,W,22.085,,4.842
2022,8,33,2022-08-09,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,5,M,71,25.58,6.41,4.01,26.51,W,15.676,,17.705
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,122,98.85,32.09,24.73,212.18,W,25.018,1 FOR ESSIE,26.354
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,123,96.3,24.79,29.42,214.42,W,30.55,,324.746
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,112,73.82,21.89,18.6,165.18,W,25.196,,160.447
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,106,60.65,20.54,12.7,121.81,W,20.94,2 FOR ESSIE,70.731
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,129,101.13,33.29,23.8,245.13,W,23.534,3 FOR ESSIE,121.097
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,121,87.37,32.9,12.5,204.06,W,14.307,,3.159
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,124,91.69,22.82,27.94,230.56,W,30.472,,321.937
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,120,70.29,20.64,11.85,254.33,W,16.859,,18.741
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,121,70.21,24.13,12.2,151.6,W,17.376,,23.491
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,120,94.13,32.53,26.31,177.45,W,27.951,,237.809
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,124,86.76,28.02,13.5,259.59,W,15.56,,9.184
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,120,90.16,30.16,23.09,154.48,W,25.61,,171.096
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,129,109.74,25.55,35.85,239.77,W,32.668,,405.558
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,128,93.4,32.6,17.52,197.16,W,18.758,,38.793
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,106,66.23,23.98,14.48,112.35,W,21.863,,87.115
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,91,35.79,11.65,7.11,69.33,W,19.866,,53.82
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,F,88,35.7,11.43,6.47,81.03,W,18.123,,31.288
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,96,55.3,17.85,13.84,185.27,W,25.027,,156.187
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,86,29.71,8.86,7.28,77.96,W,24.504,,143.374
2022,8,33,2022-08-10,Lower_Penobscot_Bay,HI,0,Wild_Dive,CraneIslandE,NA,M,97,39.25,12.03,7.4,97,W,18.854,,39.991
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,76,26.68,10.54,3.76,30.31,W,14.093,,73.254
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,71,21.82,8.59,2.42,23.15,W,11.091,,133.658
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,74,19.98,8.25,1.58,27.47,W,7.908,,217.383
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,75,22.93,7.21,3.92,23.7,W,17.096,,30.873
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,75,26.86,9.38,4.5,10.13,W,16.754,,34.79
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,75,24.91,7.57,4.12,27.59,W,16.54,,37.36
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,78,24.77,9.61,3.13,30.87,O,12.636,,100.311
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,74,21.65,8.81,2.27,20,W,10.485,,148.032
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,69,21.1,7.98,2.25,20.98,W,10.664,,143.72
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,58,11.61,3.56,1.32,13.89,W,11.37,,127.29
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,79,34.78,10.74,5.76,31.64,O,16.561,START OF 2ND NET,37.095
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,79,27.91,9.97,3.39,33.64,W,12.146,,110.368
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,80,28.97,10,4.24,28.57,W,14.636,,64.256
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,F,72,27.76,10.29,3.18,30.84,O,11.455,,125.361
2022,8,34,2022-08-16,Middle_Penobscot_Bay,NH,34,Lantern_Net,NA,6,M,73,28.46,10.98,4.46,31.6,W,15.671,,48.73
2022,8,34,2022-08-16,Isle_au_Haut,ST,44,Lantern_Net,NA,6,F,69,24.84,7.12,6.74,28.15,W,27.134,,192.101
2022,8,34,2022-08-16,Isle_au_Haut,ST,44,Lantern_Net,NA,6,F,68,30.03,11.06,6.02,29.34,W,20.047,,9.81
2022,8,34,2022-08-16,Isle_au_Haut,ST,44,Lantern_Net,NA,6,M,71,27.61,8.15,6.61,30.61,W,23.941,,0.58
2022,8,34,2022-08-16,Isle_au_Haut,ST,44,Lantern_Net,NA,6,F,70,18.78,6.22,1.82,27.81,W,9.691,,181.914
2022,8,34,2022-08-16,Isle_au_Haut,ST,44,Lantern_Net,NA,6,M,72,25.91,8.26,5.07,25.41,W,19.568,,13.039
2022,8,34,2022-08-16,Isle_au_Haut,ST,44,Lantern_Net,NA,6,F,72,24.28,8.59,4.2,36.66,W,17.298,,34.58
